user,item,rating,timestamp
78564,1004501787,1.0,90994.99997
539,8152,1.0,1322989313
539,1000010154,1.0,1322994606
853,1000012184,1.0,1323076523
853,1000012195,1.0,1323083588
866,1000012385,1.0,1323181502
539,1000011143,1.0,1323334882
325,1000011143,1.0,1323361630
652,1000010405,1.0,1323384197
539,1000012636,1.0,1323440232
539,1000012629,1.0,1323786908
620,9303,1.0,1323787392
853,9303,1.0,1323973758
893,1000013353,1.0,1324034356
539,1000012636,1.0,1324208854
620,1000012636,1.0,1324208915
539,1000010917,1.0,1324291717
620,1000011143,1.0,1324355704
325,1000011143,1.0,1324357558
325,1000011143,1.0,1324357595
620,1000013424,1.0,1324597704
620,1000013546,1.0,1324611579
539,1000011143,1.0,1325073748
325,1000011143,1.0,1325675558
325,1000011143,1.0,1325711287
325,1000011143,1.0,1325749267
325,1000011143,1.0,1326248219
325,1000011143,1.0,1326449996
569,1000015082,1.0,1326452526
620,1000012590,1.0,1327055036
539,1000016397,1.0,1327078456
539,1000011143,1.0,1327142350
325,1000011143,1.0,1327224908
325,1000011143,1.0,1327241282
325,1000011143,1.0,1327401331
1039,1000014356,1.0,1327423082
1181,1000016682,1.0,1327429845
1180,1000016690,1.0,1327456335
620,1000011629,1.0,1327472452
1182,1000016682,1.0,1327512692
1181,1000016683,1.0,1327513308
953,1000017447,1.0,1327568658
1181,1000018031,1.0,1327576250
1220,1000016121,1.0,1327602181
1180,1000018031,1.0,1327602463
1180,8727,1.0,1327604756
1237,1000017849,1.0,1327620024
1220,1000014957,1.0,1327627277
569,1000015082,1.0,1327680282
800,1000013352,1.0,1327681492
539,1000012194,1.0,1327916979
892,1000016201,1.0,1327917749
1181,1000016683,1.0,1327940254
1280,1000010261,1.0,1327959136
1285,1000018951,1.0,1328038716
1181,1000018031,1.0,1328094439
907,1000019096,1.0,1328101314
907,1000019096,1.0,1328102064
1320,1000018940,1.0,1328262282
1320,1000018929,1.0,1328262308
1320,1000018928,1.0,1328262318
325,1000011143,1.0,1328285484
1331,1000018946,1.0,1328293608
1285,1000018933,1.0,1328318023
1333,1000018940,1.0,1328533275
1333,1000018943,1.0,1328552448
1181,8338,1.0,1328701719
1180,1000016683,1.0,1328725790
325,1000011143,1.0,1328760761
685,1000015964,1.0,1328786386
1180,1000020876,1.0,1328787295
1359,1000020371,1.0,1328802262
1360,1000020372,1.0,1328802462
1331,1000018939,1.0,1328802827
1181,1000016690,1.0,1328812699
1333,1000018929,1.0,1328821003
539,1000017865,1.0,1328866386
1291,1000018943,1.0,1328867610
1357,1000020371,1.0,1328878735
1357,1000020371,1.0,1328882413
895,1000020618,1.0,1328906971
325,1000011143,1.0,1329149921
1362,1000022817,1.0,1329198377
1180,1000021523,1.0,1329285440
607,1000021524,1.0,1329300056
1352,1000021736,1.0,1329313492
1352,1000022817,1.0,1329313870
364,1000023385,1.0,1329343939
1189,1000017851,1.0,1329407293
1181,1000023708,1.0,1329470042
1345,1000021736,1.0,1329499729
1346,1000022817,1.0,1329744161
1543,1000023775,1.0,1329750701
1488,1000023774,1.0,1329757706
1347,1000020371,1.0,1329904601
1292,1000018918,1.0,1329905967
1289,1000018936,1.0,1329908435
1360,1000021736,1.0,1329910107
1290,1000018951,1.0,1329914336
1360,1000021736,1.0,1329920496
364,1000023385,1.0,1329999455
1625,1000023765,1.0,1330008449
1516,1000017848,1.0,1330178896
1181,1000017658,1.0,1330431643
1490,1000020371,1.0,1330448638
1181,1000023708,1.0,1330461159
898,1000026258,1.0,1330503244
897,1000026278,1.0,1330505667
1352,1000021736,1.0,1330523789
800,1000020173,1.0,1330550166
1360,1000020372,1.0,1330552981
1334,1000026506,1.0,1330610124
1345,1000022975,1.0,1330696039
909,1000016201,1.0,1330956734
1584,1000024375,1.0,1331118368
685,1000023758,1.0,1331126378
1286,1000018937,1.0,1331210003
1584,1000024377,1.0,1331214969
978,1000028096,1.0,1331293561
1358,1000022975,1.0,1331471376
1181,1000010262,1.0,1331649577
1181,1000016683,1.0,1331652949
685,1000028637,1.0,1331659649
1357,1000020371,1.0,1331665072
1519,1000022817,1.0,1331711894
1302,1000018942,1.0,1331736471
1769,1000028745,1.0,1331741902
1358,1000021736,1.0,1331751917
325,1000011143,1.0,1331779038
1395,1000027989,1.0,1331787696
1656,1000026385,1.0,1331809923
1613,1000028745,1.0,1331841905
1613,1000028743,1.0,1331910754
1331,1000018918,1.0,1331925624
1412,1000029425,1.0,1332108781
1716,1000028831,1.0,1332238289
1181,1000016675,1.0,1332241100
1230,1000029763,1.0,1332335783
1230,1000029763,1.0,1332335925
900,1000016201,1.0,1332401531
1344,1000022817,1.0,1332458528
1131,1000030092,1.0,1332496261
1181,1000030288,1.0,1332516833
1181,1000030288,1.0,1332517558
1181,1000030288,1.0,1332517824
895,1000025895,1.0,1332711551
895,1000030362,1.0,1332754797
738,1000027586,1.0,1332776545
1284,1000030687,1.0,1332886690
539,1000025912,1.0,1332900655
1284,1000030686,1.0,1332928785
1181,1000030289,1.0,1332932363
1181,1000030289,1.0,1332932476
1715,1000031061,1.0,1332948604
1826,1000029883,1.0,1332953727
1105,1000018953,1.0,1333007900
893,1000016201,1.0,1333108133
1865,1000031888,1.0,1333120248
1865,1000031901,1.0,1333121701
1180,1000016683,1.0,1333325863
1855,1000031035,1.0,1333380410
1230,1000032230,1.0,1333447128
1181,1000016684,1.0,1333449512
1294,1000032636,1.0,1333538261
898,1000032782,1.0,1333621142
1351,1000022817,1.0,1333621563
898,1000026258,1.0,1333721642
989,1000024379,1.0,1334248099
900,1000016201,1.0,1334322584
1540,1000026959,1.0,1334333217
539,1000025555,1.0,1334619160
1349,1000020371,1.0,1334738288
1381,1000021736,1.0,1334739591
367,1000024377,1.0,1334761815
1189,1000017851,1.0,1334835002
1180,1000031871,1.0,1334846910
1214,1000017849,1.0,1334919210
1360,1000021736,1.0,1334919236
1131,1000035479,1.0,1334922308
1284,1000035480,1.0,1334934313
1769,1000028747,1.0,1335219365
1284,1000018943,1.0,1335270564
803,1000035990,1.0,1335378787
325,1000011143,1.0,1335387219
325,1000011143,1.0,1335387242
909,1000036024,1.0,1335437013
895,1000021767,1.0,1335438497
1182,1000016683,1.0,1335454497
1284,1000035480,1.0,1335455066
1395,1000031851,1.0,1335460010
685,1000015970,1.0,1335530235
1105,1000036227,1.0,1335557746
1285,1000036225,1.0,1335557998
1333,1000034843,1.0,1335562525
1333,1000036227,1.0,1335563404
1820,1000036224,1.0,1335780431
1820,1000030147,1.0,1335780903
1908,1000036296,1.0,1335857695
1330,1000036225,1.0,1335898374
683,1000036925,1.0,1335975865
2018,1000037176,1.0,1336045436
1302,1000037316,1.0,1336078695
2008,1000017882,1.0,1336125657
2008,1000027002,1.0,1336185805
2008,1000016683,1.0,1336205730
1302,1000018945,1.0,1336384084
1181,1000037688,1.0,1336403319
1395,1000033613,1.0,1336452664
1285,1000036224,1.0,1336565913
1228,1000015428,1.0,1336661414
367,1000024375,1.0,1336671520
1003,1000038363,1.0,1336746775
1584,1000024375,1.0,1336760021
1584,1000024379,1.0,1336938212
795,1000024377,1.0,1336951285
1284,1000036227,1.0,1336997273
1285,1000034841,1.0,1337073871
1286,1000018920,1.0,1337087597
1284,1000028567,1.0,1337090898
1363,1000020371,1.0,1337109657
1786,1000039412,1.0,1337167211
1347,1000020371,1.0,1337171346
363,1000024379,1.0,1337257194
702,1000013655,1.0,1337304832
